id,date,account_name,description,amount,before_category,after_category,before_source,after_source,winning_rule_id,winning_rule_name
4ed04eef-5b17-4e9a-adf1-fb39231a0d5a,2024-04-14,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,33.89,Travel,Shopping & Home,import_default,rule_manual,1765,
0a38feda-cf78-4726-bdf0-acb3ff7d9065,2024-04-22,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,86.98,Travel,Shopping & Home,import_default,rule_manual,1765,
814dc900-586c-4db1-8f4d-603d76f58e8a,2024-04-22,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-234.94,Travel,Shopping & Home,import_default,rule_manual,1765,
d3c1e30f-70ba-4fa1-82f2-d0b98062c27f,2024-04-27,BMO CAD Credit Card,CANADIAN TIRE #290 OTTAWA ON,-142.13,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
de42f8f6-0aac-4325-b23a-edc2385f998e,2024-05-12,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-119.85,Travel,Shopping & Home,import_default,rule_manual,1765,
0d7ab1a0-b447-4e2b-a438-8424cd278c4c,2024-05-28,BMO CAD Credit Card,CANADIAN TIRE #442 NEPEAN ON,-39.54,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
55864ad8-df82-4543-8d38-00bea9db31ea,2024-05-29,BMO CAD Credit Card,CANADIAN TIRE #442 NEPEAN ON,39.54,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
15db37ce-29f8-444e-a87d-d687c85f43a5,2024-06-24,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-146.15,Travel,Shopping & Home,import_default,rule_manual,1765,
98d35fde-b3a7-482c-9220-15e907d66b6b,2024-06-26,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,38.83,Travel,Shopping & Home,import_default,rule_manual,1765,
5832fbe2-8ad4-4ede-87d2-2441171f65bd,2024-07-13,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-168.32,Travel,Shopping & Home,import_default,rule_manual,1765,
754f9f02-767b-4a93-9bc7-30fe0c0333e0,2024-08-04,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,141.22,Travel,Shopping & Home,import_default,rule_manual,1765,
ce5b0e78-6739-41ee-a9a0-1adc0215dabc,2024-08-26,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,101.69,Travel,Shopping & Home,import_default,rule_manual,1765,
ea0f3d9d-b6be-404c-b3fc-40704755808c,2024-08-26,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-101.69,Travel,Shopping & Home,import_default,rule_manual,1765,
eb58bd11-dccd-4321-9c99-a2865ba44ab5,2024-08-26,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-36.3,Travel,Shopping & Home,import_default,rule_manual,1765,
47bffc96-100e-4188-805e-2e3af2207fef,2024-09-24,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-62.12,Travel,Shopping & Home,import_default,rule_manual,1908,
f7f0ba87-426e-4edd-8528-61b97bce8356,2024-09-26,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-199.38,Travel,Shopping & Home,import_default,rule_manual,1765,
0e693219-6bde-43ae-bb04-9279827cbb72,2025-01-11,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-161.55,Travel,Shopping & Home,import_default,rule_manual,1765,
7846c4f5-5c7d-4a0d-add4-feec66c155a5,2025-03-08,BMO CAD Credit Card,CANADIAN TIRE #442 NEPEAN ON,-62.14,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
f9d136a6-c0c4-48ad-a2a6-a9adaee164bf,2025-05-06,BMO CAD Credit Card,CANADIAN TIRE #442 NEPEAN ON,-62.49,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
8418290b-f6d4-44bb-adf5-43e590a65bf8,2025-06-24,TD CAD Credit Card,WINNERS 342 NEPEAN,-81.82,Travel,Shopping & Home,import_default,rule_manual,1765,
84eb478c-31fc-49fc-8f47-3b50eeeb54f2,2025-06-28,BMO CAD Credit Card,CANADIAN TIRE #442 NEPEAN ON,-38.4,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
bd2df967-56ef-4a78-8ac6-1552709ddbdf,2025-06-28,BMO CAD Credit Card,CANADIAN TIRE #442 NEPEAN ON,-6.01,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
7aa887a2-71f2-4c30-8b54-bf20f2e1b36b,2025-07-14,TD CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,45.19,Travel,Shopping & Home,import_default,rule_manual,1908,
01ef5289-365a-4b3d-8c1a-622bb134272e,2025-07-17,BMO CAD Credit Card,CANADIAN TIRE #290 OTTAWA ON,-65.45,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
61910b18-c802-45ef-88e9-32552b24eb99,2025-07-17,BMO CAD Credit Card,CANADIAN TIRE #290 OTTAWA ON,-29.36,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
87a81ae7-64f4-45a5-a5a8-31c2288a5e96,2025-08-11,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-154.74,Travel,Shopping & Home,import_default,rule_manual,1765,
375e72c3-3877-4f12-a8ef-b210e23f6d03,2025-08-20,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-56.49,Travel,Shopping & Home,import_default,rule_manual,1765,
df1c9642-1a37-451f-83e4-2db29e68c664,2025-08-20,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,28.24,Travel,Shopping & Home,import_default,rule_manual,1765,
6564c4dd-7454-48e8-8f78-f024040ecc3c,2025-08-26,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,9.04,Travel,Shopping & Home,import_default,rule_manual,1765,
694f288d-9df7-4d8d-adf7-33c4ecc15b5d,2025-08-26,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-67.79,Travel,Shopping & Home,import_default,rule_manual,1765,
38f50c1b-415c-483c-99fb-fc1e29d84d29,2025-08-30,BMO CAD Credit Card,CANADIAN TIRE #442 NEPEAN ON,-172.27,Shopping & Home,Auto & Transportation,import_default,rule_manual,1618,
fb62eeb2-83be-493c-99bb-60c8b30dba41,2025-10-14,TD CAD Checking,CHQ#00174- GC 3282,-500,,Bank Fees,import_default,rule_manual,1819,
35ddd49d-8a6c-420d-901d-b3e92b67e6ec,2025-11-01,BMO CAD Credit Card,WINNERS 414 KANATA ON,-49.66,Travel,Shopping & Home,import_default,rule_manual,1765,
f9ba1642-3367-4d84-b614-0f65b9e08b3d,2025-11-01,BMO CAD Credit Card,WINNERS 414 KANATA ON,-56.49,Travel,Shopping & Home,import_default,rule_manual,1765,
