id,date,account_name,description,amount,before_category,after_category,before_category_source,after_category_source,before_tags,after_tags,before_merchant,after_merchant,before_income_override,after_income_override,before_exclude,after_exclude,change_type,winning_rule_id,winning_rule_name,winning_rule_tier
fd8f2d8c-fa4d-4f7a-9d11-b96e05350c4c,2019-02-15,BMO CAD Credit Card,NATIONALCARRENTAL TORONTO ON,-238.36,Auto & Transportation,Travel,import_default,rule_manual,[],[],,,0,0,0,0,material,1644,,generated_curated
bc9c011e-e938-4b18-a5a7-38ca5d2f959b,2019-03-01,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-56.48,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
4b40ae38-cbcf-4fce-b910-7c3afdf40aad,2019-03-10,BMO CAD Credit Card,TIMHORTONS#2190#QTH EDMONTON AB,-5.75,Auto & Transportation,Dining,import_default,rule_manual,[],[],,,0,0,0,0,material,1707,,generated_curated
7451dddd-2198-4b04-9183-0832f52ed604,2019-04-02,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-14.68,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
4b8bc706-508b-496b-9c6d-fa5350a10a7c,2019-04-09,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-45.2,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
3bade77c-fbcc-45e6-a428-26eb517d996c,2019-04-09,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-22.59,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
ff674cfa-3455-466d-a604-6bde0a8875da,2019-04-09,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,27.12,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
4ed34995-9f5b-420e-bd1b-146c350084d2,2019-05-04,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-175.09,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1765,,generated_curated
b151fa1a-3fe7-4404-9886-55b48516d863,2019-06-02,BMO CAD Credit Card,NATIONALCARRENTAL RICHMOND BC,-210.4,Auto & Transportation,Travel,import_default,rule_manual,[],[],,,0,0,0,0,material,1644,,generated_curated
74c36362-20c3-44d9-89fc-80d180a1b59a,2019-06-03,BMO CAD Credit Card,NATIONALCARRENTAL KAMLOOPS BC,-55.82,Auto & Transportation,Travel,import_default,rule_manual,[],[],,,0,0,0,0,material,1644,,generated_curated
ecf2f1cd-da4f-436a-939c-dc5c4d5c1176,2019-07-22,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-18.06,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
e7de39bf-634e-407f-9dac-64af2e3f86bf,2019-07-22,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-31.61,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1765,,generated_curated
a805bab0-584b-4681-b3b7-e89282310275,2019-07-22,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-116.32,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
1ea30491-ad2e-471a-bc8e-f666b45dcc4d,2019-07-22,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-241.72,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1765,,generated_curated
13a43dc3-187c-46ac-a7f9-e7948d6183e3,2019-07-22,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,18.06,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1765,,generated_curated
d992326c-f710-4761-b448-d3ad8246967a,2019-07-29,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-84.72,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
4f507e5a-88df-4f20-962f-873c1f835592,2019-08-26,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,67.79,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1765,,generated_curated
5479bfb9-c94b-4d38-9e6e-512fe7470d86,2019-08-28,BMO CAD Credit Card,WWW.CANADIANTIRE.CA 8667467287 ON,-135.55,Auto & Transportation,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1618,Canadian Tire -> Shopping & Home,generated_curated
093adcbf-c51d-44d5-bbb2-7f1fe87f283a,2019-09-10,BMO CAD Credit Card,CDNTIRESTORE#00442 BARRHAVEN ON,-22.59,Shopping & Home,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,material,1617,,generated_curated
158851ce-a916-4b93-85e3-81055af15928,2019-09-27,BMO CAD Credit Card,WINNERS 407 VAUDREUIL QC,-26.44,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1765,,generated_curated
19cebb50-ad57-4820-ae82-3ad011c8ab5f,2019-10-20,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-7.9,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
f11653fd-41fd-46d3-9385-a562690842e1,2019-11-01,BMO CAD Credit Card,ROUTESCARRENTAL-OT GLOUCESTER ON,-147.28,Auto & Transportation,Travel,import_default,rule_manual,[],[],,,0,0,0,0,material,1645,,generated_curated
d3b9e26e-1fae-40e1-8aa9-1a88230f9b9c,2019-11-04,BMO CAD Credit Card,ROUTESCARRENTAL-OT GLOUCESTER ON,-16.32,Auto & Transportation,Travel,import_default,rule_manual,[],[],,,0,0,0,0,material,1645,,generated_curated
43d90c54-f469-4961-b605-3e6076a0ff76,2019-11-19,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-271.18,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1765,,generated_curated
90ecc83d-527f-4cdc-b0c6-df485ae411bf,2019-12-01,BMO CAD Credit Card,CDNTIRESTORE#00258 NEPEAN ON,-68.88,Shopping & Home,Auto & Transportation,import_default,rule_manual,[],[],,,0,0,0,0,material,1617,,generated_curated
5124847b-3c4a-4877-a151-9453b619f07c,2019-12-11,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-146.89,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1889,,generated_curated
82606915-60ec-4784-af6a-8c7bfff42c7a,2020-03-12,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-14.69,Travel,Shopping & Home,import_default,rule_manual,[],[],,,0,0,0,0,material,1765,,generated_curated
